MSSubClass_1,MSSubClass_2,MSSubClass_3,MSSubClass_4,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MoSold,YrSold,MSZoning_1,MSZoning_2,MSZoning_3,Street_1,Street_2,LotShape,LandContour_0,LandContour_1,LandContour_2,Utilities,LotConfig_1,LotConfig_2,LotConfig_3,LandSlope,Neighborhood_1,Neighborhood_2,Neighborhood_3,Neighborhood_4,Neighborhood_5,Condition1_1,Condition1_2,Condition1_3,Condition1_4,Condition2_1,Condition2_2,Condition2_3,BldgType_1,BldgType_2,BldgType_3,HouseStyle_0,HouseStyle_1,HouseStyle_2,HouseStyle_3,RoofStyle_1,RoofStyle_2,RoofStyle_3,RoofMatl_1,RoofMatl_2,RoofMatl_3,Exterior1st_1,Exterior1st_2,Exterior1st_3,Exterior1st_4,Exterior2nd_0,Exterior2nd_1,Exterior2nd_2,Exterior2nd_3,Exterior2nd_4,MasVnrType_1,MasVnrType_2,MasVnrType_3,ExterQual,ExterCond,Foundation_1,Foundation_2,Foundation_3,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir_1,CentralAir_2,Electrical,KitchenQual,Functional,FireplaceQu,GarageType_1,GarageType_2,GarageType_3,GarageFinish,GarageQual,GarageCond,PavedDrive,PoolQC,SaleType_1,SaleType_2,SaleType_3,SaleType_4,SaleCondition_1,SaleCondition_2,SaleCondition_3
0,0,0,1,0.4098945178329282,-0.17206399698371366,-0.07183611428306244,1.280685236250437,-0.27383595643790426,-1.0594727315870645,0.28902556311252897,0.7004407748247903,-0.2886528311122454,-0.8925209035676929,-0.2768853079406391,-0.2810847879688356,-0.7951632272572445,-0.12024172373467247,-0.8784758288504653,1.1078101491462131,-0.2410610357992968,-1.0260408358133,-0.7616206719986545,0.1637791168735145,-0.21145358120204893,-0.3186832657103453,-0.9512264882332891,0,0.31172464418307205,0.03284429044874903,0.20555730162067995,-0.704483250333654,-0.3593249004055313,-0.11633928614822255,-0.2702083542015609,-0.06869174753820707,-0.4891100509377921,1.6452097110066422,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,1
0,0,1,0,-0.0020580477882827593,-0.2119523652541647,-0.7951514718918303,-0.5171998069472914,1.1834767634337746,1.072482169965163,-0.5728345802734872,-0.5212061968673681,-0.2886528311122454,0.7850290663480011,0.1426743277076225,-0.1103017861801474,-0.7951632272572445,-0.12024172373467247,-0.7528334329778461,-0.8199643654586394,-0.2410610357992968,-1.0260408358133,-0.7616206719986545,0.1637791168735145,-0.21145358120204893,-0.3186832657103453,-0.9512264882332891,1,-2.365439947036252,-2.2129629830885067,-0.7521758378613592,-0.25153911369144205,-0.3593249004055313,-0.11633928614822255,-0.2702083542015609,-0.06869174753820707,2.1008923949607747,-0.6144386220786311,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,2,0,0,1,2,1,2,2,1,1,1,1,0,1,2,1,1,0,1,0,2,2,2,1,1,0,0,1,0,0,1,0
0,0,1,0,0.12152772189808053,-0.1832888644367049,0.6514792433257054,-0.5171998069472914,1.1172352761668802,0.9755751289855163,0.6868071677522287,-0.9730181828073764,-0.2886528311122454,2.3742869325839213,1.2736611716290234,1.1731583484742365,-0.7951632272572445,-0.12024172373467247,0.1913882087315343,-0.8199643654586394,-0.2410610357992968,0.7897405221108432,-0.7616206719986545,0.1637791168735145,-0.21145358120204893,0.29676325272497744,-0.9512264882332891,1,1.6503069397927341,1.689127154682475,0.907894937240842,0.18630688506269616,-0.3593249004055313,-0.11633928614822255,-0.2702083542015609,-0.06869174753820707,-0.8591104003518729,-1.3676547331070554,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,2,2,0,0,1,2,1,3,3,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1
0,0,1,0,0.3686992612708071,-0.022833393077428082,-0.7951514718918303,1.280685236250437,-0.20759446917100974,-0.9625656906074178,0.3553224972191456,0.8605489057646961,-0.2886528311122454,-0.7476312975290904,0.03550420338442525,-0.2319199844236072,-0.7951632272572445,-0.12024172373467247,-0.8423060482204688,1.1078101491462131,-0.2410610357992968,-1.0260408358133,1.2275853765130371,0.1637791168735145,-0.21145358120204893,-0.3186832657103453,-0.9512264882332891,0,0.31172464418307205,0.1966010708108406,-0.7521758378613592,-0.704483250333654,-0.3593249004055313,-0.11633928614822255,-0.2702083542015609,-0.06869174753820707,-0.11910970152371092,-0.6144386220786311,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,2,0,1,0,1,1,2,2,1,1,2,1,0,1,2,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1
0,0,1,0,0.2863087481465649,-0.050795339679075936,-0.7951514718918303,-0.5171998069472914,0.09049222353001547,-0.4780304857091842,-0.5728345802734872,1.375965491667133,0.4740715650376182,-0.8427151014919233,0.7560522733020919,0.5857683271707181,-0.7951632272572445,-0.12024172373467247,-0.24074548616368616,1.1078101491462131,-0.2410610357992968,-1.0260408358133,-0.7616206719986545,-1.0624645274102331,-0.21145358120204893,-0.3186832657103453,0.6004949339126351,0,0.31172464418307205,-0.25723914904981315,1.1632904411027192,-0.1307540105868522,-0.3593249004055313,-0.11633928614822255,-0.2702083542015609,-0.06869174753820707,-0.8591104003518729,-1.3676547331070554,0,0,1,1,0,1,0,0,1,1,0,0,1,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,2,0,1,0,2,1,3,2,2,1,3,1,0,1,2,1,2,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1
0,0,1,1,0.0,0.1829224362171349,-1.518466829500598,-0.5171998069472914,-1.0356130600071909,-1.6893684979547678,-0.5728345802734872,-0.39838352107785135,-0.2886528311122454,0.07190053662675462,-0.4479014637755283,-0.7804956871387874,-0.7951632272572445,-0.12024172373467247,-1.2458846531446397,-0.8199643654586394,-0.2410610357992968,-1.0260408358133,-0.7616206719986545,-2.288708171693981,-0.21145358120204893,-1.5495763025809908,-0.9512264882332891,0,0.31172464418307205,0.3088914344877034,0.508839462456659,-0.704483250333654,-0.3593249004055313,-0.11633928614822255,-0.2702083542015609,-0.06869174753820707,-1.2291107497659541,0.8919935999782177,0,0,1,1,0,2,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,2,0,1,0,1,1,2,4,1,1,1,1,0,1,2,1,1,0,1,1,3,1,1,1,1,0,0,0,1,0,1,1
0,1,0,0,-0.4140106134094937,-0.3324192463121601,0.6514792433257054,3.078570279448165,-1.16809603454098,1.072482169965163,-0.5728345802734872,-0.20537645912289634,1.0135595525582533,-1.28417561989079,-1.134246302526217,-1.5205553615564362,0.4881251758416407,-0.12024172373467247,-0.7242783430067963,1.1078101491462131,-0.2410610357992968,-1.0260408358133,-0.7616206719986545,0.1637791168735145,-0.21145358120204893,-0.3186832657103453,-0.9512264882332891,0,0.31172464418307205,0.4820057451562002,1.2909881930336575,-0.704483250333654,-0.3593249004055313,-0.11633928614822255,-0.2702083542015609,-0.06869174753820707,-0.8591104003518729,0.8919935999782177,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,2,1,0,0,1,2,2,2,2,3,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1
0,1,0,1,0.2863087481465649,-0.0553053310664385,1.3747946009344731,-0.5171998069472914,1.150356019800327,1.072482169965163,1.3055785527473174,1.5492331950130582,-0.2886528311122454,-0.5687831900751905,0.9316288599592448,0.7850151625908544,2.3259774959939725,-0.12024172373467247,2.498639478392359,1.1078101491462131,-0.2410610357992968,2.6055218800349857,-0.7616206719986545,1.3900227611572622,-0.21145358120204893,2.7585493264662686,0.6004949339126351,1,1.6503069397927341,2.7090979580806454,0.24546284909909824,1.4696486055489633,-0.3593249004055313,-0.11633928614822255,-0.2702083542015609,-0.06869174753820707,-0.8591104003518729,-0.6144386220786311,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,2,2,0,0,1,3,1,1,1,1,1,1,1,0,1,1,1,2,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0
0,1,1,0,-1.2791110012140368,-0.5139213441457956,1.3747946009344731,-0.5171998069472914,0.7860278398324076,0.5394934445771061,-0.5728345802734872,1.6150310570431563,-0.2886528311122454,-0.3446570807342274,1.2257766479952543,1.1731583484742365,-0.7951632272572445,-0.12024172373467247,0.1913882087315343,1.1078101491462131,-0.2410610357992968,0.7897405221108432,-0.7616206719986545,-1.0624645274102331,-0.21145358120204893,-0.934129784145668,0.6004949339126351,0,0.31172464418307205,0.6317262300586839,1.1393471126156682,1.5904337086535532,-0.3593249004055313,-0.11633928614822255,-0.2702083542015609,-0.06869174753820707,-1.2291107497659541,1.6452097110066422,0,0,1,1,0,2,0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,2,2,0,0,1,2,1,2,1,1,1,1,1,0,1,1,1,2,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1
0,0,1,0,0.8218470834541391,0.025172959690275595,-0.7951514718918303,2.179627757849301,0.15673371079690998,0.927121608495693,-0.5728345802734872,1.564586029486748,-0.2886528311122454,-0.6502835934719045,0.865502613036421,0.7099741466534004,-0.7951632272572445,-0.12024172373467247,-0.14936919825632675,1.1078101491462131,-0.2410610357992968,0.7897405221108432,-0.7616206719986545,0.1637791168735145,-0.21145358120204893,-0.3186832657103453,0.6004949339126351,0,0.31172464418307205,0.2574250178024746,-0.7521758378613592,-0.3874223546841056,-0.3593249004055313,-0.11633928614822255,2.9591679468658008,-0.06869174753820707,0.2508906478903701,-0.6144386220786311,0,0,1,1,0,2,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,2,1,0,1,0,2,1,1,2,1,1,2,1,0,1,1,1,3,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1
